STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,TMIN,PRCP
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100930,217,67,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101001,217,72,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101002,144,0,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101003,133,6,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101004,189,56,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101005,206,72,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101006,239,44,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101007,183,39,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101008,239,44,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101009,278,94,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101010,256,111,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101011,217,78,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101012,250,78,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101013,167,22,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101014,172,28,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101015,167,11,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101016,194,17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101017,133,-17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101018,106,-17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101019,133,11,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101020,161,17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101021,161,-33,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101022,117,-33,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101023,183,0,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101024,128,-11,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101025,89,9999,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101026,100,56,318
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101027,56,0,251
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101028,17,-56,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101029,17,-56,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101030,67,-28,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101031,22,-22,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101101,44,-28,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101102,117,6,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101103,144,22,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101104,106,-17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101105,67,-39,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101106,94,-39,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101107,161,11,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101108,156,0,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101109,133,11,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101110,128,22,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101111,50,-17,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101112,50,-56,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101113,83,-56,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101114,-6,-39,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101115,-22,-33,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101116,-11,-39,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101117,11,-61,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101118,-39,-89,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101119,-6,-111,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101120,-89,-172,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101121,-94,-144,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101122,-72,-194,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101123,-128,-228,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101124,-83,-233,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101125,-61,-233,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101126,-100,-189,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101127,-89,-172,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101128,-50,-89,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101129,-67,-94,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101130,-78,-122,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201,-106,-200,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202,-117,-217,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101203,-133,-206,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204,-122,-156,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205,-94,-200,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101206,-78,-189,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101207,-122,-206,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208,-128,-194,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209,-67,-150,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210,0,-167,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211,-150,-200,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212,-183,-250,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213,-189,-256,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214,-139,-217,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215,-100,-139,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216,-89,-133,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101217,-100,-217,9999
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218,-117,-156,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219,-122,-172,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220,-144,-233,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221,-83,-156,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222,-94,-133,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101223,-100,-139,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224,-78,-106,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225,-89,-133,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101226,-122,-194,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227,-117,-194,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101228,-17,9999,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229,-67,-122,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230,-56,-183,0
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231,-172,-233,0
